SG_UF;NM_UE;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;DS_GENERO;DS_COR_RACA;ST_REELEICAO
MS;MATO GROSSO DO SUL;VICE-GOVERNADOR;120001652148;13;ABILIO VANELI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613509;1900;VINICIUS SIQUEIRA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001725875;44011;PERRONI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614737;22357;MARA NANTES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613605;45545;GIAN SANDIM;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598649;40456;ODAIR BORTOLOTI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001596062;4022;RICARDO CORNETA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612322;4512;DAGOBERTO;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651379;14247;RENILDA PAULINO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606667;12222;BRUNA RIQUELME COLETIVO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652313;65160;SOCORRO MATOS;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;VICE-GOVERNADOR;120001618899;44;ALBERTO SCHLATTER;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652315;13428;ELEANDRA PACHUKI;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618557;77000;ANDRADE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;1º SUPLENTE;120001609097;444;SÉRGIO MURILO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615771;19307;LEDA BRUM;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;SENADOR;120001649892;555;JUIZ ODILON;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651365;14555;JOHNNY GUERRA GAI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001650737;5500;CLAUDINHA MACIEL;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643155;15100;DR GABRIEL;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615136;10322;SAYURI BAEZ;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615143;10567;DULCELINO ARRUDA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651368;14000;OMAR AYOUB;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646504;28016;PROFESSOR CECILIO PINTO;INDEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;VICE-GOVERNADOR;120001646279;15;TANIA GARIB;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651199;51456;DR LUCIANO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645386;11252;PAULA DO EDIVALDINHO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650953;55125;MARIA TEREZA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651189;51999;JANE DU POVO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645377;11111;GERSON CLARO;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598327;3000;ROGER MILAN;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598643;40111;MARLI DO NASCIMENTO;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650946;55291;CLEO MUNIZ;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651181;51500;PROFESSORA ROSANGELA;RENÚNCIA;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001648886;90790;JONAS NOGUEIRA;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615780;19200;CABURÉ;RENÚNCIA;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618559;77067;PATRICIA JARA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001717698;90008;MAURINHO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651367;14077;LUIZ MENDONÇA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606659;12312;SILVIO DO PDT;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615137;10104;SILVIO DIAS;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609607;44555;LIS SANTOS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609588;44744;HELLEN MADONA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598645;40300;PAULO DUARTE;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606670;12412;GLAUCIA IUNES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001649119;9000;RAUNI GUIMARÃES;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651192;51017;WALTER MASSULO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612047;36036;SUELEN SOUZA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645382;11700;EVANDER VENDRAMINI;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652316;13456;EDUARDO BORGES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652594;6565;LUIGI;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609599;44144;FABRICIO VENTUROLI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597640;18880;PR JULIANO ALEXANDRE;INDEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;SENADOR;120001611531;368;JEFERSON BEZERRA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615764;19199;LILIAN MENDES;DEFERIDO;FEMININO;AMARELA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645939;1190;SUBTENENTE EDILAINE;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001672598;7040;TAINO;DEFERIDO;MASCULINO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651362;14566;ALCIRA BUCKER;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612039;36777;PROFESSORA CELIA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598641;40789;LAURO DAVI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613401;1010;WILTON ACOSTA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001614256;2223;SARGENTO BETÂNIA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651180;51111;PORTES DA SAÚDE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001636659;1551;TATÃO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643177;15789;ZÉ CARLOS DA MAÇÃ;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612038;36222;LAGOA;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652318;13173;WILLIAM IGOR;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615761;19456;DR ISSAM FARES JR;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650960;55123;OTÁVIO TRAD;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651198;51222;JACYR CARDOSO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652309;13123;ADRIANO CARTEIRO;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001614254;2233;LUANA RUIZ;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001675999;14222;FERNANDO VILLALBA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597632;18777;AURIMAR LIMA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001609241;4433;MICHELA DUTRA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621510;2822;CAPITÃO ERASMO BRASILEIRO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643164;15151;VANDERLEI CABELUDO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606655;12123;PROF LUCILIO NOBRE;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613600;23123;MARCELO MARINHO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618555;77889;PAGODY TERENA;DEFERIDO;MASCULINO;INDÍGENA;N
MS;MATO GROSSO DO SUL;GOVERNADOR;120001674596;29;MAGNO DE SOUZA;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652325;13067;PROFESSORA EUGENIA PORTELA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645380;11122;GABRIEL BOCCIA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652317;13613;PEDRO KEMP;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606649;12069;SOL DO PDT;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;1º SUPLENTE;120001649893;555;WILSON JOAQUIM DA SILVA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652588;1367;CAMILA JARA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652314;13000;PROF PEDRO AGOSTINHO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001609243;4455;NELI;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646508;28111;HELANE RIBEIRO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651373;14567;LAILA MORAES;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609587;44999;ROBERTO HASHIOKA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001600669;7722;DANIEL SOM E VIDA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598298;5060;LUHHARA ARGUELHO;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672860;70070;ALINE PANTANEIRA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643163;15444;RAQUEL GONÇALVES;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618556;77770;PASTOR ELI RANGEL ABENÇOADO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672858;70038;SUB EDMAR;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613592;45000;MARA CASEIRO;DEFERIDO;FEMININO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598299;5007;DONA VAL;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614727;22223;ANA PERALTA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614731;22123;ADRIANO GARCIA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651374;14888;SOMBRA DO RATINHO;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001614258;2222;MARCOS POLLON;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597636;18232;JEFINHO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672853;70555;FÁTIMA LEITE;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001609240;4400;ZÉ DA VIOLA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614724;22222;JOÃO HENRIQUE;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609604;44333;RHIAD;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001648884;90033;EMMILIM BLACK;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618553;77777;SAMUCA BRASIL;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645379;11333;MARCIA ROMERO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001614253;2202;RENÉE VENÂNCIO;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606661;12111;LOCUTOR ANTONIO NERES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650943;55777;JOÃO MAMÃO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613402;1011;MALU DA JULIANO VARELA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598325;3010;PAULO RICARTE;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606654;12555;JULIO MIRANDA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652326;65024;GLAUBER PORTMAN;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646510;28456;MAURO FLOR DA TERRA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643171;15150;RENATO CÂMARA;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612041;36444;JEFFERSON SEI ;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612323;4545;BETO PEREIRA;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643156;15033;FABIANO REIS;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643176;15777;DRA SIMONE LOPES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001672602;7000;PROMOTOR HARFOUCHE;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;2º SUPLENTE;120001738688;444;MAISA UEMURA;PENDENTE DE JULGAMENTO;FEMININO;AMARELA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598297;5050;FRANKLIN;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001636654;1511;MARISA ROCHA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646518;28789;ENGENHEIRO LUIZ ANTONIO LEMES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;2º SUPLENTE;120001649891;555;DOMINGOS ALBANEZE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001675468;1422;JAMES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612037;36699;ADILSON MENDES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001675998;14514;ADA NOGUEIRA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001725989;77567;HELENA DO BRUSK;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613606;45678;JOÃO CÉSAR MATTOGROSSO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001650736;5522;JORGE MARTINHO;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652592;1325;JAIME TEIXEIRA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597631;18123;BRITO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650944;55700;TIAGO VARGAS;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615150;10222;JUNIOR LONGO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609608;44123;LUCAS SANTOS;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651377;14777;DR MARIO LENHARO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651190;51789;CIDA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615139;10123;ANTONIO VAZ;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597628;50999;TENENTE COLETIVO PROGRESSISTA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612040;36789;DILVANIA TODESCATO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615149;10455;BRUNA DO TERRA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598294;1888;ADAUTO SOUTO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613599;45556;NATALIA VELASQUES;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001648880;90008;MAURINHO;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613512;1944;TELMA MINARI;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615147;10122;ROSANA SANTANA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651193;51005;GIVANILDO DE PAULA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652310;65333;PROF EDSON;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615152;10091;PASTORA MARIA BAEVE;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613598;45122;GILSON DA CONVENIÊNCIA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001636657;1515;MOKA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615778;19019;PROFESSOR RINALDO MODESTO;DEFERIDO;MASCULINO;PARDA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646502;28028;RAFAEL TAVARES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597626;50123;VAL ELOY;DEFERIDO;FEMININO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645387;11222;LAURA ARRUDA ;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615133;10678;GEGE MOREIRA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618548;77321;DRI SILVA;INDEFERIDO COM RECURSO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001596065;4077;LILIAN FERNANDES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613603;45789;VERA HELENA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613604;45147;CANDINHA DO PARADESPORTO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650947;55889;CAROL EL DAHER;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618552;77444;ISMAEL GOMES O CRIA ;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645933;1122;DR. LUIZ OVANDO;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597639;50121;ROSANIZ MARTINS;DEFERIDO;FEMININO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651369;14190;CABO NASCIMENTO;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;SENADOR;120001652251;133;PROFESSOR TIAGO BOTELHO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001717693;90123;LUCIANO KERST;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598638;40198;LANA RODRIGUES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606666;12444;LUCAS ODALIA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613597;45123;JAMILSON NAME;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651196;51333;CLAUDIO TUIUIU;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001672597;7070;PROFESSOR FLODOALDO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609605;44556;MAURO THRONICKE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614735;22333;SALETTE BELL;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609594;44422;PATRICIA MALDONADO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598636;40444;DR DAVI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646505;28777;RODRIGO LINS;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613608;45101;LIA NOGUEIRA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614739;22111;TANIA NOGUEIRA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652311;13190;ELIZANGELA PIRES;DEFERIDO;FEMININO;BRANCA;N
