SG_UF;NM_UE;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;DS_GENERO;DS_COR_RACA;ST_REELEICAO
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615776;19500;MARCELO MOURÃO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598637;40222;ALENCAR;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613514;1966;ATHAYDE NERY;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609589;44321;IVANDRO FONSECA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606663;12777;PROFESSOR EDSON MANOEL;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614723;22233;IRENE TOZZI;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618551;77110;PASTOR CHIQUINHO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651195;51696;NEIVA MELLO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612327;4544;PASTORA DANI;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615773;19123;ZÉ DA FARMÁCIA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001675471;1414;DELCÍDIO AMARAL;DEFERIDO COM RECURSO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614732;22022;INSPETOR SODRÉ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;VICE-GOVERNADOR;120001635629;45;BARBOSINHA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613516;1999;DR. GUTO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621517;2828;ELANO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672859;70123;FRANK BLANCO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652328;43456;MARCELO BLUMA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001675469;1426;LINDA GRAZIELA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598323;3032;GIANI GRANDO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598647;40000;DR WALBER;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615146;10111;THIAGO TRINDADE;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651361;14510;FATIMA FIA QUEIROZ;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615678;27172;BISPA ADRIANA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001675476;1449;ADRIANA MELO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652593;6567;PROFESSORA IARA;DEFERIDO;FEMININO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615679;27555;CARLINHOS DO SAYONARA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651197;51777;LIDIO LOPES;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615134;10580;ZÉ CARLOS;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621516;2833;HANAUER;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614725;22762;RODRIGO COBRA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598295;5013;NEGUINHO DO FARIZEU;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614729;22789;TENENTE NANTES;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618543;77043;ANA BEATRIZ;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598326;3001;PROF. EDUARDO FERRUFINO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597627;50333;DINÁ FREITAS;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597635;50222;PATURI;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672857;70222;NEUZA MORENO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652589;1313;ELIAS ISHY;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652329;13999;WILSON MILHOMEM;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652308;13699;ALBERTO INÁCIO LULA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613405;1045;ISRAEL TERRA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618550;77077;BRUNO ORTIZ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001672601;7038;JOSEANE GARCIA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652327;13003;LUCAS MEDEIROS;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;1º SUPLENTE;120001736650;368;ADRIANO BEZERRA;PENDENTE DE JULGAMENTO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001648885;90013;LUZIA PEREIRA;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597637;50983;LUSO;INDEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613595;45222;PAULO CORRÊA;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001717691;90111;RAYANE GOUVEIA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643175;15111;SIMONE XUCRA;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614738;22000;NENO RAZUK;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613612;45067;MARCELO SALOMÃO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613610;23614;PROFESSORA JOANITA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;2º SUPLENTE;120001609095;444;DEUSIMAR ALVES;INDEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598293;1867;BRAYAN CORREA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615141;10010;PASTOR JEREMIAS FLORES;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606648;12112;PROFESSORA ROSE FARIAS;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646501;28022;SUBTENENTE MOTA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615132;10200;IVANILDE;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613588;45777;TARSILLA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643169;15500;IZAURI MACEDO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651184;51800;CABO SILVEIRA;INDEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651360;14333;CARMINHA SILVA TERENA;DEFERIDO;FEMININO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646500;28199;RENATO ARLIVRE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609603;44777;DR JOÃO BUZOLI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643178;15015;WILMA LARA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609600;44799;ELENIR MODESTO;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598322;3033;DANI VIEBRANTZ;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001596064;4040;DAGMAR CARPEZANI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598651;40040;BUENO DA SAÚDE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612324;4567;DR. GERALDO RESENDE;DEFERIDO COM RECURSO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650950;55755;SEL BARROS;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651178;51015;ELIANE BARBOSA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001649118;9099;RAQUEL VONSOSKI;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001600672;7738;LINCOLN SAMÁ;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672855;70444;ROMERO AVANTE;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001718587;9009;DÉBORA IBRAHIM;RENÚNCIA;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646512;28193;SUB CLÁUDIO SILVA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;VICE-GOVERNADOR;120001714228;28;BETO FIGUEIRÓ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;2º SUPLENTE;120001611532;368;GEOVANDO BRAGA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652590;4345;ELOÍLDO GAMA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621515;2838;VIVI TOBIAS;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001609237;4456;CORONEL VILLASANTI;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646497;28280;DR JOÃO JACKSON;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615135;10555;NELSON SANTOS;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615148;10333;SEBASTIÃO CONCEIÇÃO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643158;15123;DR LOESTER;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615769;19000;LENIR BRUNÃO;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615777;19222;DANILO LUIZ;DEFERIDO;MASCULINO;INDÍGENA;N
MS;MATO GROSSO DO SUL;GOVERNADOR;120001618900;44;ROSE MODESTO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606653;12012;MARIO KRUGER;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597633;50777;SILVANETE DE BRITO;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614721;22122;TEIXEIRA ESCOBAR;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597642;18999;PROF. ANDRE LUIS;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651185;51000;DANIEL JUNIOR;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615781;19777;VETERINÁRIO FRANCISCO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645937;1120;DR. EUDÉLIO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643162;15555;JUNIOR MOCHI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598644;40555;MARLON BRANDT;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651364;14234;LUZIMAR O POETA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645375;11789;ADRIANO BARRETO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613406;1090;ENFERMEIRA CIDA AMARAL;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613408;1077;MANOEL RODRIGUES;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615774;19989;BELL DO SALÃO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618558;77190;EMERSON LINS ;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001598292;1818;LYA JUSSARA COLETIVO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652322;13333;CLARINEU NOGUEIRA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001649122;9009;DÉBORA IBRAHIM;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643172;15800;DR DIOGO BOSSAY;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652320;13567;LINDOMAR;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646503;28001;JULIANA ARANDA DA RU;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645938;1111;WALTER CARNEIRO JR;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609596;44163;CLEMENTINO BRITES;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609592;44000;FARMACÊUTICA MÁRCIA SALDANHA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613407;1000;CHIQUINHO ASSIS;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001600676;7789;ROSE;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621513;2888;JULIANA GAIOSO MS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001612046;36000;MÃE MARY DE XANGO;DEFERIDO;FEMININO;AMARELA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001606596;1234;ANGELA REGASSO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615145;10101;MIRELLA BALLATORE;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613596;45111;ROGERIO YURI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645935;1177;JOÃO RESENDE;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001648879;90111;RAYANE GOUVEIA ;INDEFERIDO;NÃO DIVULGÁVEL;NÃO DIVULGÁVEL;Não divulgável
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652324;43123;PROFESSORA ÉBNER;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652330;13013;AMARILDO CRUZ;DEFERIDO;MASCULINO;PRETA;S
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001614260;2211;RODOLFO NOGUEIRA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646513;28000;EDUARDO CERZÓSIMO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001606594;1267;JESSICA TORRES;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001718591;9099;RAQUEL VONSOSKI;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650942;55800;SILVIO PITU;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643170;15234;ISA SANTOS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606657;12321;PROFESSORA MARIA LAURA;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001621514;2899;THIAGO GREGO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614733;22024;TERUEL;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613409;1088;SUELEN PASCOAL;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598640;40045;LARISSA MARCA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646515;28008;CAMILA MONTEIRO;INDEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;1º SUPLENTE;120001596895;500;MARCIO BENITES;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001651366;14111;JULIE ABUHASSAN;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597634;18018;EVA SANTOS;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001636655;1567;DR JAMAL;RENÚNCIA;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613513;1988;DIONE HASHIOKA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650958;55055;LOURDES COPEIRA CORAÇÃO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001650735;5511;JUNIOR CORINGA;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643159;15000;MARCIO FERNANDES;DEFERIDO;MASCULINO;BRANCA;S
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614722;22666;MAZINHO DO CARVÃO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606664;12006;FERNANDA COLETIVO MÃOS DADAS;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609591;44444;MAISA UEMURA;RENÚNCIA;FEMININO;AMARELA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650961;55500;RIBEIRO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609595;44111;PATRÍCIA DA SAÚDE;RENÚNCIA;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613404;1023;GILMAR DA CRUZ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001597625;18677;SAMELLA VALLE;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650952;55666;DR JORGE;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650955;55067;ANDRÉ LACERDA;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001606652;12190;CAFÉ;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001672854;70022;ERICK GONÇALVES;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618540;77789;GISLAINE LANDVOIGT;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001611826;3680;MESSIAS DE SOUZA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001650948;55333;BOMBEIRO CAPITÃO ADELSON;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001650739;5544;JAMEIRE SANTOS;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001645384;11211;FABRICIA DIAS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001675475;1456; RENATA LACERDA;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609598;44567;REINALDO KASTANHA;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001618546;77700;FERNANDO PÃO;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615767;19190;RAISSA LOPES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001652312;13111;ZECA DO PT;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001717697;90790;JONAS NOGUEIRA;DEFERIDO;MASCULINO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001609239;4477;JOÃO LUCAS;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615763;19444;GISLENE VALEJO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001600673;7700;MARILÉA ELIAS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645940;1100;DRA. SIRLEI RATIER;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001613607;45345;KARLA MELO COLETIVO SOMOS;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001615680;27123;JEFFERSON ARAUJO;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001609602;44190;SUBTENENTE JACKSON;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001643154;15321;AMERICO NICOLATTI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613515;1969;FLÁVIO CABO ALMI;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001614736;22234;LUCIO LAGEMANN;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001652591;1333;GRAZI SOARES;DEFERIDO;FEMININO;PRETA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001645936;1140;MÁRCIO ARAGUAIA ;DEFERIDO;MASCULINO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001611828;3626;VITORIA MEDEIROS;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001613510;1920;WILSON MATOS;DEFERIDO;MASCULINO;INDÍGENA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612325;4555;KELIANA FERNANDES;DEFERIDO;FEMININO;BRANCA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001612328;4522;CORONEL NEIDY;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001598635;40489;PAULINHA DO POVO;DEFERIDO;FEMININO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO FEDERAL;120001614259;2288;DURÃES;DEFERIDO;MASCULINO;PARDA;N
MS;MATO GROSSO DO SUL;DEPUTADO ESTADUAL;120001646496;28999;IARA DINIZ;DEFERIDO;FEMININO;BRANCA;N
