SG_UF;NM_UE;DS_CARGO;SQ_CANDIDATO;NR_CANDIDATO;NM_URNA_CANDIDATO;DS_DETALHE_SITUACAO_CAND;DS_GENERO;DS_COR_RACA;ST_REELEICAO
RR;RORAIMA;DEPUTADO FEDERAL;230001602193;2808;VIVI ROCHA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611091;33789;PROF JACKSON OLIVEIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604275;22777;DOUTOR OTONIEL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001738252;14110;IRENE DA RAPOSA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595296;44404;RENATA MORAIS;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001714016;1224;PASTOR VALDIMAR;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604263;22567;TEREZINHA DE JESUS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610860;1313;PROFESSORA ANTONIA PEDROSA;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611085;33321;LYKA AMARIO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611112;51000;LIPNIK NETO;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602218;28006;KARLOTA DA FEIJOADA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602222;28567;SOCORRO REIS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643499;77200;´THAY COSTA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604265;22345;O GORDINHO DA TV;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602823;15555;BRUNO MAGALHÃES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611088;33777;ROBERTO GAMBIM;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001595286;4422;PASTORA EDNA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602210;28282;BAMBAM;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611118;18522;PROFESSORA EDITE ANDRADE;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;1º SUPLENTE;230001604257;111;JR RODRIGUES;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;SENADOR;230001691798;144;DR ILDERSON;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611123;18151;HUDSON SURUMU;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600111;1011;JHONATAN DE JESUS;DEFERIDO;MASCULINO;PARDA;S
RR;RORAIMA;DEPUTADO FEDERAL;230001602194;2829;NEGÃO FORTE SOM;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640624;2310;SANTIAGO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604211;40197;CLAYTON;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001693308;1444;GELB PEREIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604222;40777;NEIDINHA ARAÚJO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602246;55223;ROSINALDO DO VILA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604279;22333;JOSE WALACE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600192;20555;MARGARIDA DIAS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611072;33022;PASTORA NERACI;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602824;15111;IDAZIO DA PERFIL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001726100;7790;JEREMIAS LIMA;INDEFERIDO COM RECURSO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643495;77222;ILLO AUGUSTO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640623;4523;THALIA RIBEIRO;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600043;10123;ROGERIO BORGES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602221;28999;MARCINHO BELOTA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602245;55777;EDIRENE DA CARNE DE SOL;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600099;9010;RADIALISTA WAGNO ALVES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602827;15123;DR METON;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605893;19000;FÁBIA MILITÃO;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;SENADOR;230001610960;333;JUIZ HELDER GIRÃO;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610924;43110;ZÉ DA DEZ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604212;40013;EDUARDO MAGALHÃES;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600101;9022;VANDERLEI;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;GOVERNADOR;230001604255;11;ANTONIO DENARIUM;DEFERIDO;MASCULINO;BRANCA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001723744;90374;NETO BRASIL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001693305;1422;SAIONARA RODRIGUES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604230;1111;LURENE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643497;77188;ROSA FREITAS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610943;10122;MARI DIAS;RENÚNCIA;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611107;51223;LARISSA RODRIGUES;INDEFERIDO COM RECURSO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604272;22000;PROF VANUZA FERNANDES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602820;15005;CLEUDE BRITO;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602808;1511;ELIZEU ALVES;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600135;35456;MARLON DA MIRAGE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604246;11222;AURELINA MEDEIROS;DEFERIDO;FEMININO;PRETA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001610934;65321;GRACIELE LIMA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001725205;11611;JUNINHO INSUFILM;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610954;3311;SAMARA MAGALHÃES;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602233;55123;EDER LOURINHO;DEFERIDO COM RECURSO;MASCULINO;PARDA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001600045;10100;AFONSO PARENTE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600142;35333;LÍVIA RODRIGUES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602838;15151;ALDA ARAÚJO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605883;19333;LUCENIR DOURADO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671307;14888;REBECA SCHUARTZ;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640621;2307;FÁBIO VIEIRA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604283;2277;MAJ ADRIANE;DEFERIDO COM RECURSO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600134;35036;DÉBORA MARINHO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600081;90090;MARKINHOS G3;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600097;9093;RADIALISTA JANES MIRANDA;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600128;35111;RÁRISON BARBOSA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001643491;7723;IRACEMA ARALDI;INDEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610804;5055;JÚNIOR PARICARANA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;VICE-GOVERNADOR;230001610640;50;FRANCISCO WAPICHANA;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;1º SUPLENTE;230001610958;333;ALFREDO PRYM;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643500;77789;KAROL MIRANDA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602189;2800;BAIXINHO DO GRÊMIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602830;15234;PASTOR ANTONIO FILHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642295;45222;DAYSE DIAS;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600074;90123;MARCELINHO FERNANDES;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001643492;7744;KLEBER SIQUEIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595293;44347;FÁTIMA ALVES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600152;5577;TELMA TAUREPANG;RENÚNCIA;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604215;40321;PROFA FRAN;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610921;13456;EVANGELISTA SIQUEIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604276;22180;ARMANDO NETO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;VICE-GOVERNADOR;230001610817;43;CRISTINA BURGER;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610866;1323;ROMULO VACA;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600103;9000;DR RAMON FELIPE;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600155;5522;YACHIN;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600084;90122;ELIAS DO CREDIARIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600079;90000;IGO BRASIL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604290;2222;RODRIGO CATARATAS;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602190;2814;GLEISSON MORAIS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611111;51777;SÉRGIO CARPANINI;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001611101;5190;PAULO ROCHA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600042;10258;ALDECIRA FAVELLA;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643507;77000;RORAIMA VERAS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604207;4040;PROFA ANTÔNIA NECO;INDEFERIDO COM RECURSO;FEMININO;PARDA;N
RR;RORAIMA;SENADOR;230001600038;903;TELMARIO MOTA;DEFERIDO;MASCULINO;BRANCA;S
RR;RORAIMA;DEPUTADO FEDERAL;230001600153;5599;PROFESSOR THIAGO REIS;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604232;1114;ANGELA PORTELA;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600185;20300;PASTOR CRISTIANO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001640628;4545;LUIZINHO DO HOSPITAL;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671297;14333;O MANEL DO FUTEBOL;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602807;1556;REGIANE MATOS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602195;2844;SARA LOPES;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604248;11197;NILTON SINDPOL;DEFERIDO;MASCULINO;PARDA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001611117;18123;MAYARA CARDOSO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001613693;2700;DENIS ALCANTARA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600046;10221;NICOLLY SALUSTIANO;RENÚNCIA;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611082;33313;TELMA MARIA;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001734586;43210;DR FABIO MARTINS;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611114;18111;DR GEISEL;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600048;10456;PROFESSOR SAMUEL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602219;28018;LILIAN BARRUDADA;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595287;44100;MARIO BROSS;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001643487;7707;ALINE PEIXOTO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602817;15515;LIDIANE LANÇONI;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001723743;90666;JOSI CASTRO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714072;12333;RAY SOUSA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602212;28222;TOINHO CAMPEÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602238;55007;MÁRCIO SOBRAL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714069;12525;IRMÃO HELITON DO PÉROLA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001722374;2929;LIDIA PEREIRA;INDEFERIDO COM RECURSO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610867;4320;DRA ROSELI RIBEIRO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605884;19222;ARIANE CASTRO;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600124;35258;ELIANE SANTOS;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;GOVERNADOR;230001670967;12;JURACI ESCURINHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602228;55432;MAIKA DO CARMO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610928;43464;LUIZ BOIADEIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604238;11122;TAMARA RIBEIRO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604224;40156;PROFA UZIELITA;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611071;33333;EDILEUZA RODRIGUES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001613691;2711;KONCHITA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001643490;7711;VICTOR DA VIP CELULAR;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600100;9033;MARIA DA FELICIDADE;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604243;11000;HERBERT LIMA;RENÚNCIA;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602822;15222;KARINA FIEL;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604286;2233;YONNY PEDROSO;RENÚNCIA;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642292;23100;SANDRO CAMPOS;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001602812;1522;NOÉLIA ALVES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604217;40123;KLEBER PINHEIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600076;90190;ADJALMA GONÇALVES;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611076;33481;REGINALDO MACEDO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604282;22260;ELIZANGELA DAMASCENO;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600139;35789;RENATO COUTINHO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610807;1888;PROFESSOR CÍRIO RICARDO;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602216;28777;EDVALDO SANTA TERESA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642294;23700;PROF CICERO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001737207;4343;MARCOS ALMEIDA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001726098;1200;FRANCISCO FARIAS;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600092;90456;PROFESSOR ROBERTO RAMOS;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600191;20789;LINDOMAR ALENCAR;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643506;77444;RENAN FILHO;DEFERIDO;MASCULINO;PARDA;S
RR;RORAIMA;DEPUTADO ESTADUAL;230001611115;18000;ALICHARD LIMA;DEFERIDO;MASCULINO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604210;40800;BEL BRASIL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605896;19357;JOÃO MONTEIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001595282;4433;DOUTORA LIDIANE;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642290;23023;RAYENNE MONTENEGRO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602213;28174;CARLA CRISTINA;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604242;11211;TATA TAVARES;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643510;77111;LÚCIO MANOEL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605889;19369;PROFESSOR GILTON;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001671302;14133;TONI FREITAS;DEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611113;50444;MEIRINHA MACUXI;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643512;77121;TINA BARNABÉ;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642287;23888;IRMÃ FRANCISCA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001714070;12237;JOEL PEREIRA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001613696;2777;ELY DE RORAIMA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001693307;1441;WELLINGTON BRASIL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642300;23111;OLGA MACUXI;DEFERIDO;FEMININO;INDÍGENA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001604208;4022;CRISS RIBEIRO;INDEFERIDO COM RECURSO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611080;33111;ENFERMEIRO ANTÔNIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642296;23789;EBERLEI COSTA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600049;10007;TAYLA PERES;DEFERIDO;FEMININO;BRANCA;S
RR;RORAIMA;DEPUTADO FEDERAL;230001600064;2020;DEAN FABRICIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001643502;77007;CACAU LIMA;INDEFERIDO COM RECURSO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600065;2022;MARÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;2º SUPLENTE;230001600040;903;FRANKEMBERGEN GALVÃO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604274;22456;ADRIANO SOUZA;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001595295;44044;ELIELSON DA PERIFERIA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;SENADOR;230001604259;111;DR. HIRAN;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610938;43333;PAULO DO CREDIARIO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602821;15007;DULCINÉIA CORDEIRO;DEFERIDO;FEMININO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611086;33999;RODRIGO ROCHA;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600047;10000;RONALD BRASIL;DEFERIDO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001605886;19011;RICARDO CEARÁ;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001726099;7755;IONE BRASIL;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;2º SUPLENTE;230001605865;190;DORINHA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610935;13444;JOB MARTINS;DEFERIDO;MASCULINO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001611099;5120;PASTOR EDILBERTO PINTO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001642282;45125;JENNIFER MONARA;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602208;28190;GEYZA PIMENTEL;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001610937;43433;NIVALDA CARDOSO;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;2º SUPLENTE;230001604258;111;ALINE REZENDE;DEFERIDO;FEMININO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001602214;28456;BETH ALMEIDA;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611090;33007;DÂNGELO KOTINSKI;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001611106;51123;JOSÉ SILVA;INDEFERIDO COM RECURSO;MASCULINO;BRANCA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001600147;5515;HIGOR ARAÚJO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600200;20400;WARGNEY RIBEIRO;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001600085;90555;DANQUE ESBELL;DEFERIDO;MASCULINO;PARDA;N
RR;RORAIMA;DEPUTADO ESTADUAL;230001604216;40231;GOVINDA DA LIMPEZA;DEFERIDO;FEMININO;PRETA;N
RR;RORAIMA;DEPUTADO FEDERAL;230001610955;3388;STELLA BROSSI;DEFERIDO;FEMININO;PARDA;N
